p_brand,p_cate,p_image,p_mall,p_name,p_number_reviews,p_price,p_rate1star,p_rate2star,p_rate3star,p_rate4star,p_rate5star,p_rating,s_name,s_rating,s_response_rate,s_ship_ontime
Nokia,Mobiles & Tablets,//vn-live-05.slatic.net/p/02303c82e10b1fcd1301109701dea211.jpg_720x720q80.jpg_.webp,Mall,"Điện Thoại Nokia 105 (01 SIM) - Hàng Chính Hãng, Mới 100%, Nguyên Seal | Bảo hành 12 tháng",22 Ratings,"₫410,000",,,,,,,HAPPY PHONE,98%,99%,100%
Samsung,Mobiles & Tablets,//vn-live-05.slatic.net/p/06b616b01ad2e05442bfe083cc61e3cf.jpg_720x720q80.jpg_.webp,Mall,"Điện thoại Samsung Galaxy A22 (6GB/128GB) - Hàng Chính Hãng, Mới 100%, Nguyên Seal | Bảo hành 12 tháng",5 Ratings,"₫5,290,000",,,,,,,HAPPY PHONE,98%,99%,100%
UMIDIGI,Mobiles & Tablets,//vn-live-05.slatic.net/p/250b93ed3d8748d8d0f8d671aaf4e450.jpg_720x720q80.jpg_.webp,Mall,UMIDIGI BISON X10 X10 Pro Global Version Smartphone IP68 64GB/128GB NFC Helio P60 20MP Triple Camera 6150mAh,No Ratings,"₫3,599,000",,,,,,,umidigi,89%,54%,54%
Itel,Mobiles & Tablets,//vn-live-05.slatic.net/p/e6b69808e308d29d92e2a530e6aadd9d.jpg_720x720q80.jpg_.webp,Non-Mall,"Điện thoại itel A48 2GB/32GB , 6.1"" HD+ , Mới nguyên seal - Hàng Chính Hãng",14 Ratings,"₫1,790,000",,,,,,,TTShop Store,94%,91%,100%
OPPO,Mobiles & Tablets,//vn-live-05.slatic.net/p/00a651d189952749986b1b5d59a18fc1.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]Điện thoại oppo a37 neo9 2 sim chính hãng bảo hành 12 tháng/ tặng kèm op lưng cường lực,20 Ratings,"₫1,200,000",,,,,,,nguyenphatmobile79,,97%,100%
OPPO,Mobiles & Tablets,//vn-live-05.slatic.net/p/63c924cfce580bce701508e1a02ec3b8.jpg_720x720q80.jpg_.webp,Non-Mall,Điện thoại xin cảm ứng oppo neo 5 16GB ROM - 2GB RAM - Có Tiếng Việt - Giá rẻ,21 Ratings,"₫499,000",,,,,,,ALO MOBILE 1625114727,92%,85%,100%
Xiaomi,Mobiles & Tablets,//vn-live-05.slatic.net/p/282a5d0873602dc980ffd88af20cdfbf.jpg_720x720q80.jpg_.webp,Non-Mall,Điện thoại Điện thoại xiaomi redmi note 4x ram 3gb bộ nhớ 32gb 2 sim mới fullbox có tiếng việt ram 3gb bộ nhớ 32gb 2 sim mới fullbox có tiếng việt,30 Ratings,"₫1,800,000",,,,,,,nguyenphatmobile79,,97%,100%
Motorola,Mobiles & Tablets,//vn-live-05.slatic.net/p/0fac4bc4d3de3aa52999778d4452b0fb.jpg_720x720q80.jpg_.webp,Non-Mall,"[ HÀNG HÃNG ] điện thoại Iphone6 32G bản QUỐC TẾ zin CHÍNH HÃNG, vân tay nhạy, Camera sắc nét/ Học online chất",10 Ratings,"₫944,000",,,,,,,Quỳnh Chi Store 2007,86%,98%,100%
OPPO,Mobiles & Tablets,//vn-live-05.slatic.net/p/dadae6b64795f9749312e182ec0dd802.jpg_720x720q80.jpg_.webp,Non-Mall,Điện thoại Oppo F9 Pro 2sim ram 6G rom 128G mới CHÍNH HÃNG - Bảo hành 12 tháng/ Chiến PUBG/Liên Quân/ Học Online Đỉnh,10 Ratings,"₫2,449,000",,,,,,,Quỳnh Chi Store 2007,86%,98%,100%
OPPO,Mobiles & Tablets,//vn-live-05.slatic.net/p/db0932eab885ace9d865279f417ed29a.jpg_720x720q80.jpg_.webp,Non-Mall,Điện thoại Oppo Neo 9 - Oppo A37 2sim ram 2G rom 16G mới CHÍNH HÃNG,15 Ratings,"₫899,000",,,,,,,ALO MOBILE 1625114727,92%,85%,100%
OPPO,Mobiles & Tablets,//vn-live-05.slatic.net/p/a1d3097e52f0759bef911afef1c16748.jpg_720x720q80.jpg_.webp,Non-Mall,"điện thoại CHÍNH HÃNG OppA3S ( Oppo A3 S )  2SIM (4G/64G) mới  - Màn hình tai thỏ, Chiến Game Nặng mượt",6 Ratings,"₫1,797,000",,,,,,,CHÂU NGỌC CHI STORE,84%,97%,100%
OPPO,Mobiles & Tablets,//vn-live-05.slatic.net/p/8d9a2b260be57c662cb4eb10864def4b.jpg_720x720q80.jpg_.webp,Non-Mall,"Điện thoại OPPO A54 (6GB/128GB) - Hàng Chính Hãng, Nguyên Seal, Bảo hành 12 Tháng",No Ratings,"₫4,950,000",,,,,,,Kho chuyên giá sỉ,98%,100%,100%
Vivo,Mobiles & Tablets,//vn-live-05.slatic.net/p/1451249e9e7c3a7782d6669a05fcd985.jpg_720x720q80.jpg_.webp,Non-Mall,điện thoại Vivo Y83 2sim Ram 4G Bộ nhớ 64G Chính Hãng mới - Chiến PUBG-free fire đỉnh,6 Ratings,"₫1,779,000",,,,,,,CCN Sotre,94%,100%,100%
OPPO,Mobiles & Tablets,//vn-live-05.slatic.net/p/0583beb2831f262fa6ce846fc0c15ef5.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]CHÍNH HÃNG Oppo F9 PRO ram 6G Bộ nhớ 64/128GB chơi LIÊN QUÂN-PUBG-FREE FIRE ngon lành BH 12T,14 Ratings,"₫2,800,000",,,,,,,Store Nguyên Phát,,100%,100%
OPPO,Mobiles & Tablets,//vn-live-05.slatic.net/p/42513b11af914b1e3e48f5b539d0a4c7.png_720x720q80.jpg_.webp,Non-Mall,Điện thoại cảm ứng  oppo neo 5 giá rẻ chính hãng cấu hình cao,8 Ratings,"₫745,000",,,,,,,Xưởng điện tử,79%,93%,100%
Samsung,Mobiles & Tablets,//vn-live-05.slatic.net/p/2513e5c14f2dac21a83bc6c93dcc9385.jpg_720x720q80.jpg_.webp,Non-Mall,[Trả góp 0%][SIÊU SALE] ĐIỆN THOẠI Samsung Galaxy Note 8 ram 6G Bộ nhớ 64G Chính Hãng Chiến PUBG/Free Fire/Liên Quân mượt,46 Ratings,"₫3,299,000",,,,,,,THỐNG NHẤT PLAZA,82%,97%,100%
Apple,Mobiles & Tablets,//vn-live-05.slatic.net/p/ba57b21d692c685c4c222ab45c036a4f.png_720x720q80.jpg_.webp,Non-Mall,[Trả Góp 0%]  Điện Thoại Apple IPHONE 6S PLUS 128GB Quốc Tế Màn Hình 5.5 Inch- Bản Quốc Tế Mới Full Chức Năng CPU Apple A9 2 nhân - Màn hình LED-backlit IPS LCD 5.5  Retina HD bao đổi 7 ngày đầu miễn phí tận nhà,17 Ratings,"₫2,399,000",,,,,,,ĐIỆN MÁY TOÀN LỘC,85%,93%,100%
Sony,Mobiles & Tablets,https://filebroker-s.slatic.net/S6e0e035d0ce34c38b260b0d6b1d7d8c0N.jpg_720x720q80.jpg_.webp,Non-Mall,"Điện thoại iphone4S Qte 32/16gb chính hãng - tặng kèm sạc , hỗ trợ cài ứng dụng",3 Ratings,"₫338,000",,,,,,,HD Shop - 0961689991,81%,47%,100%
OEM,Mobiles & Tablets,//vn-live-05.slatic.net/p/fe7a8cb3a116967d84b99ddb89f7d05f.jpg_720x720q80.jpg_.webp,Non-Mall,Điện thoại Apple iphone 6 - Hãng phân phối chính thức Apple,15 Ratings,"₫1,125,890",,,,,,,ShopcongngheHT,88%,96%,100%
